oyun_adi,oyun_turu,gelistirici,puan,turkce_destegi,fiyat,yas,dil,ingilizce_destegi,dil_sayisi,platform
Gas Gas Rocket!,"Basit Eğlence, Macera, Simülasyon, Spor, Strateji, Aksiyon, Uzay Simülasyonu, Aksiyon Macera, Ritim, Stratejik RYO, GZS, Kendi Maceranı Seç, Koşu, Gerçek Zamanlı Taktik, Soyut, Taktiksel RYO, Üçüncü Şahıs, Piksel Grafikler, Renkli, Araç Kullanma",Gamesforgames,,1,0.79,0,"Türkçe, İngilizce, Fransızca, İtalyanca, Almanca, Kastilyaİspanyolcası, Arapça, Bulgarca, BrezilyaPortekizcesi, Macarca, Vietnamca, Yunanca, Danca, Endonezce, LatinAmerikaİspanyolcası, GelenekselÇince, BasitleştirilmişÇince, Korece, Felemenkçe, Norveççe, Lehçe, Portekizce-Portekiz, Rumence, Rusça, Tayca, Ukraynaca, Fince, Çekçe, İsveççe, Japonca, Azerice, Arnavutça, Amharca, Ermenice, AssamDili, Afrikaanca(GüneyAfrikadili), Baskça, Belarusça, Bangla, Boşnakça, Valensiyaca, Galce, Wolofdili, Galiçyaca, Gürcüce, Gucaratça, Darice, Zuluca, İbranice, İgbodili, İrlandaca, İzlandaca, Yorubaca, Kazakça, Kannadadili, Katalanca, Keçuvadili, Ruandaca, Kiçece, Konkanidili, Xhosadili, Kmerdili, Kırgızca, Letonca, Litvanyaca, Lüksemburgca, Makedonca, Malayca, Malayalamca, Maltaca, MaoriDili, MaratiDili, Moğolca, Nepalce, Oriyadili, Pencapdili, Pencapdili(Shahmukhi), Farsça, Sırpça, Sothodili, Seylanca, Sindhî, Slovakça, Slovence, Soranice, Svahili, TacikDili, Tamilce, Tatarca, Teluguca, Tigrinyadili, Tswanadili, Türkmence, Özbekçe, Uygurca, Urduca, Filipince, Hausaca, Hintçe, Hırvatça, ÇerokiDili, İskoçça, Estonca",1,102.0,Steam
Fight till the End!,"Basit Eğlence, Macera, Simülasyon, Spor, Strateji, Aksiyon, Sıra Tabanlı Strateji, Aksiyon Macera, Ritim, Stratejik RYO, Aksiyon RYO, GZS, 3D Platform, Kendi Maceranı Seç, Görkemli Dövüş, Gerçek Zamanlı Taktik, Taktiksel RYO, 3D, Üçüncü Şahıs, Renkli",Gamesforgames,,1,0.99,0,"Türkçe, İngilizce, Fransızca, İtalyanca, Almanca, Kastilyaİspanyolcası, Arapça, Bulgarca, Çekçe, Danca, Felemenkçe, Fince, Yunanca, Macarca, Endonezce, Japonca, Korece, Norveççe, Lehçe, BrezilyaPortekizcesi, Portekizce-Portekiz, Rumence, Rusça, BasitleştirilmişÇince, LatinAmerikaİspanyolcası, İsveççe, Tayca, GelenekselÇince, Ukraynaca, Vietnamca, Azerice, Arnavutça, Amharca, Ermenice, AssamDili, Afrikaanca(GüneyAfrikadili), Baskça, Belarusça, Bangla, Boşnakça, Valensiyaca, Galce, Wolofdili, Galiçyaca, Gürcüce, Gucaratça, Darice, Zuluca, İbranice, İgbodili, İrlandaca, İzlandaca, Yorubaca, Kazakça, Kannadadili, Katalanca, Keçuvadili, Ruandaca, Kiçece, Konkanidili, Xhosadili, Kmerdili, Kırgızca, Letonca, Litvanyaca, Lüksemburgca, Makedonca, Malayca, Malayalamca, Maltaca, MaoriDili, MaratiDili, Moğolca, Nepalce, Oriyadili, Pencapdili, Pencapdili(Shahmukhi), Farsça, Sırpça, Sothodili, Seylanca, Sindhî, Slovakça, Slovence, Soranice, Svahili, TacikDili, Tamilce, Tatarca, Teluguca, Tigrinyadili, Tswanadili, Türkmence, Özbekçe, Uygurca, Urduca, Filipince, Hausaca, Hintçe, Hırvatça, ÇerokiDili, İskoçça, Estonca",1,102.0,Steam
Mumrik: Mumi Vadisi'nin Melodisi - Dijital Sanat Kitabı,"Macera, RYO, Bağımsız",Hyper Games,,1,6.97,0,"Türkçe, İngilizce, Danca, Fince, Japonca, Norveççe, İsveççe, Fransızca, Almanca, Kastilyaİspanyolcası, Lehçe, BrezilyaPortekizcesi, Rusça, BasitleştirilmişÇince, LatinAmerikaİspanyolcası",1,14.0,Steam
Disco Simulator,"Simülasyon, Yönetim, Basit Eğlence, Müzik, Bağımsız, Ekonomi, Atmosferik, Strateji, Şehir Kurma, Tek Oyunculu, İnşa Etme, Komedi, Komik, Kaynak Yönetimi, Sandbox, Gerçekçi, Renkli, İzometrik, Envanter Yönetimi, Harika Müzik","Games Incubator, Frozen Cave Studio",,1,1.99,0,"Türkçe, İngilizce, Fransızca, İtalyanca, Almanca, Kastilyaİspanyolcası, Lehçe, BasitleştirilmişÇince, Korece, Rusça, Japonca, BrezilyaPortekizcesi, GelenekselÇince",1,12.0,Steam
Animals vs Animals,"Basit Eğlence, Macera, Simülasyon, Spor, Strateji, Aksiyon, Aksiyon Macera, Ritim, Side Scroller, Koşu, Sevimli, Üçüncü Şahıs, Renkli, Yarış, Komik, Duygusal, Komedi, Çatışma, Tek Oyunculu",Gamesforgames,,1,0.99,0,"Türkçe, İngilizce, Rusça, Fransızca, İtalyanca, Almanca, Kastilyaİspanyolcası, Arapça, Bulgarca, BrezilyaPortekizcesi, Macarca, Vietnamca, Yunanca, Danca, Endonezce, LatinAmerikaİspanyolcası, GelenekselÇince, BasitleştirilmişÇince, Korece, Felemenkçe, Norveççe, Lehçe, Portekizce-Portekiz, Rumence, Tayca, Ukraynaca, Fince, Çekçe, İsveççe, Japonca, Azerice, Arnavutça, Amharca, Ermenice, AssamDili, Afrikaanca(GüneyAfrikadili), Baskça, Belarusça, Bangla, Boşnakça, Valensiyaca, Galce, Wolofdili, Galiçyaca, Gürcüce, Gucaratça, Darice, Zuluca, İbranice, İgbodili, İrlandaca, İzlandaca, Yorubaca, Kazakça, Kannadadili, Katalanca, Keçuvadili, Ruandaca, Kiçece, Konkanidili, Xhosadili, Kmerdili, Kırgızca, Letonca, Litvanyaca, Lüksemburgca, Makedonca, Malayca, Malayalamca, Maltaca, MaoriDili, MaratiDili, Moğolca, Nepalce, Oriyadili, Pencapdili, Pencapdili(Shahmukhi), Farsça, Sırpça, Sothodili, Seylanca, Sindhî, Slovakça, Slovence, Soranice, Svahili, TacikDili, Tamilce, Tatarca, Teluguca, Tigrinyadili, Tswanadili, Türkmence, Özbekçe, Uygurca, Urduca, Filipince, Hausaca, Hintçe, Hırvatça, ÇerokiDili, İskoçça, Estonca",1,102.0,Steam
Night of the Dead - Wood Carving Doll Pack,"Aksiyon, Macera, Bağımsız, Simülasyon, Vahşet, Şiddet",Jackto Studios,,1,10.49,0,"Türkçe, İngilizce, Fransızca, Almanca, Kastilyaİspanyolcası, Rusça, Korece, BasitleştirilmişÇince, BrezilyaPortekizcesi, İtalyanca, Arapça, Japonca, GelenekselÇince, Tayca, Lehçe, Macarca",1,15.0,Steam
Night of the Dead - Beginner Pack,"Simülasyon, Hayatta Kalma, Zombi, Aksiyon, Üs İnşa Etme, Çok Oyunculu, Açık Dünya, Kadın Karakter, Açık Dünya Hayatta Kalma İnşa, Macera, Kule Savunması, İnşa Etme, Sandbox, PvE, Avlanma, PvP, Hayatta Kalma - Korku, Üçüncü Şahıs, Korku, Bağımsız",Jackto Studios,,1,3.59,0,"Türkçe, İngilizce, Fransızca, Almanca, Kastilyaİspanyolcası, Rusça, Korece, BasitleştirilmişÇince, BrezilyaPortekizcesi, İtalyanca, Arapça, Japonca, GelenekselÇince, Tayca, Lehçe, Macarca",1,15.0,Steam
Diamonds Collector,"Basit Eğlence, Macera, Simülasyon, Spor, Strateji, Aksiyon, Aksiyon Macera, Ritim, Aksiyon RYO, GZS, 3D Platform, Kendi Maceranı Seç, Üçüncü Şahıs, Renkli, Araç Kullanma, Yarış, Çatışma, Fizik Tabanlı, Tek Oyunculu",Gamesforgames,,1,0.79,0,"Türkçe, İngilizce, Fransızca, İtalyanca, Almanca, Kastilyaİspanyolcası, Arapça, Bulgarca, Çekçe, Danca, Felemenkçe, Fince, Yunanca, Macarca, Endonezce, Japonca, Korece, Norveççe, Lehçe, BrezilyaPortekizcesi, Portekizce-Portekiz, Rumence, Rusça, BasitleştirilmişÇince, LatinAmerikaİspanyolcası, İsveççe, Tayca, GelenekselÇince, Ukraynaca, Vietnamca",1,29.0,Steam
Puzzle Maker,"Tek Oyunculu, Bulmaca, Tekrar Oynanabilir, Mantık, Bağımsız, Basit Eğlence, Simülasyon, Solitaire, Macera, Masa Oyunları, Sevimli, Kutu Oyunu, Rahatlatıcı",screwyman,,1,1.49,0,"Türkçe, İngilizce, Rusça, Fransızca, İtalyanca, Almanca, Kastilyaİspanyolcası, Bulgarca, BrezilyaPortekizcesi, Macarca, Vietnamca, Yunanca, Danca, Endonezce, LatinAmerikaİspanyolcası, GelenekselÇince, BasitleştirilmişÇince, Felemenkçe, Norveççe, Lehçe, Portekizce-Portekiz, Rumence, Ukraynaca, Fince, Çekçe, İsveççe, Japonca",1,26.0,Steam
Cats and Seek: Dino Park,"Kediler, Gizli Nesne, Pozitif, Basit Eğlence, Bulmaca, İç Isıtıcı, Sevimli, Dinozor, Rahatlatıcı, Çizgi Filmvari, Elle Çizilmiş, Minimalist, Collectathon, Yaratık Toplama, Bağımsız, Point & Click, Keşif, Tek Oyunculu, 2D, Aile Dostu",Noobzilla,,1,1.04,0,"Türkçe, İngilizce, Fransızca, İtalyanca, Almanca, Kastilyaİspanyolcası, Felemenkçe, Endonezce, Japonca, Korece, Lehçe, BrezilyaPortekizcesi, Portekizce-Portekiz, Rusça, BasitleştirilmişÇince, Tayca, GelenekselÇince",1,16.0,Steam
BotMobile,"Basit Eğlence, Macera, Simülasyon, Spor, Aksiyon, Aksiyon Macera, Ritim, Savaşlı Yarış, Kendi Maceranı Seç, Sevimli, Minimalist, Strateji, Üçüncü Şahıs, Araç Kullanma, Yarış, Fizik Tabanlı, Tek Oyunculu",Gamesforgames,,1,0.99,0,"Türkçe, İngilizce, Rusça, Fransızca, İtalyanca, Almanca, Kastilyaİspanyolcası, Arapça, Bulgarca, Çekçe, Danca, Felemenkçe, Fince, Yunanca, Macarca, Endonezce, Japonca, Korece, Norveççe, Lehçe, BrezilyaPortekizcesi, Portekizce-Portekiz, Rumence, BasitleştirilmişÇince, LatinAmerikaİspanyolcası, İsveççe, Tayca, GelenekselÇince, Ukraynaca, Vietnamca, Azerice, Arnavutça, Amharca, Ermenice, AssamDili, Afrikaanca(GüneyAfrikadili), Baskça, Belarusça, Bangla, Boşnakça, Valensiyaca, Galce, Wolofdili, Galiçyaca, Gürcüce, Gucaratça, Darice, Zuluca, İbranice, İgbodili, İrlandaca, İzlandaca, Yorubaca, Kazakça, Kannadadili, Katalanca, Keçuvadili, Ruandaca, Kiçece, Konkanidili, Xhosadili, Kmerdili, Kırgızca, Letonca, Litvanyaca, Lüksemburgca, Makedonca, Malayca, Malayalamca, Maltaca, MaoriDili, MaratiDili, Moğolca, Nepalce, Oriyadili, Pencapdili, Pencapdili(Shahmukhi), Farsça, Sırpça, Sothodili, Seylanca, Sindhî, Slovakça, Slovence, Soranice, Svahili, TacikDili, Tamilce, Tatarca, Teluguca, Tigrinyadili, Tswanadili, Türkmence, Özbekçe, Uygurca, Urduca, Filipince, Hausaca, Hintçe, Hırvatça, ÇerokiDili, İskoçça, Estonca",1,102.0,Steam
Hospital of the Undead,"Korku, Hayatta Kalma - Korku, Zombi, FPS, Tek Oyunculu, 3D, Birinci Şahıs, Bağımsız, Gerçekçi",HassaanAsif,,1,1.99,0,"Türkçe, İngilizce, Fransızca, İtalyanca, Almanca, Kastilyaİspanyolcası, Arapça, Japonca, Korece, Lehçe, BrezilyaPortekizcesi, Rusça, BasitleştirilmişÇince",1,12.0,Steam
Save Giant Girl from monsters 4,"Aksiyon, Macera, Basit Eğlence, Yarış, RYO, Simülasyon, Spor, Strateji, 3D Dövüş, Aksiyon Roguelike, Aksiyon RYO, Animasyon ve Modelleme, Platform, Ritim, Sandbox, Nişancı, 3D Platform, Aksiyon GZS, Mermi Cehennemi, Kendi Maceranı Seç",Save Giant Girl,,1,1.68,0,"Türkçe, İngilizce, Fransızca, İtalyanca, Almanca, Kastilyaİspanyolcası, Arapça, Bulgarca, Çekçe, Danca, Felemenkçe, Fince, Yunanca, Macarca, Endonezce, Japonca, Korece, Norveççe, Lehçe, BrezilyaPortekizcesi, Portekizce-Portekiz, Rumence, Rusça, BasitleştirilmişÇince, LatinAmerikaİspanyolcası, İsveççe, Tayca, GelenekselÇince, Ukraynaca, Vietnamca, Afrikaanca(GüneyAfrikadili), Arnavutça, Amharca, Ermenice, AssamDili, Azerice, Bangla, Baskça, Belarusça, Boşnakça, Katalanca, ÇerokiDili, Hırvatça, Darice, Estonca, Filipince, Galiçyaca, Gürcüce, Gucaratça, Hausaca, İbranice, Hintçe, İzlandaca, İgbodili, İrlandaca, Kiçece, Kannadadili, Kazakça, Kmerdili, Ruandaca, Konkanidili, Kırgızca, Letonca, Litvanyaca, Lüksemburgca, Makedonca, Malayca, Malayalamca, Maltaca, MaoriDili, MaratiDili, Moğolca, Nepalce, Oriyadili, Farsça, Pencapdili, Pencapdili(Shahmukhi), Keçuvadili, İskoçça, Sırpça, Sindhî, Seylanca, Slovakça, Slovence, Soranice, Sothodili, Svahili, TacikDili, Tamilce, Tatarca, Teluguca, Tigrinyadili, Tswanadili, Türkmence, Urduca, Uygurca, Özbekçe, Valensiyaca, Galce, Wolofdili, Xhosadili, Yorubaca, Zuluca",1,102.0,Steam
Death From Above: A Ukrainian Drone Warstory,"Basit Eğlence, Puan Yarışı, Arcade, Fizik Tabanlı, Aksiyon, Sandbox, Askerî, Çatışma, Savaş, Uçuş, Gizlilik, Modern, Taktiksel, Tarihsel, Keşif, Kara Mizah, Psikolojik Korku, Kara Komedi, Hiciv, Komik",Rockodile,92.0,1,5.07,18,"Türkçe, İngilizce, Ukraynaca, Lehçe, Belarusça, Fransızca, Almanca, Japonca, Gürcüce, İtalyanca, Kastilyaİspanyolcası, Fince, BrezilyaPortekizcesi, Portekizce-Portekiz, BasitleştirilmişÇince, Çekçe, Litvanyaca, Slovakça",1,17.0,Steam
Save Giant Girl from monsters 3,"Macera, Basit Eğlence, Yarış, RYO, Simülasyon, Spor, Strateji, Aksiyon Roguelike, Aksiyon Macera, Auto Battler, Rogue-like, Uzay Simülasyonu, Kule Savunması, Sıra Tabanlı Strateji, 2D Platform, 3D Platform, Mermi Cehennemi, Tıklama, Savaşlı Yarış, TPS",Save Giant Girl,,1,4.64,0,"Türkçe, İngilizce, Fransızca, İtalyanca, Almanca, Kastilyaİspanyolcası, Arapça, Bulgarca, Çekçe, Danca, Felemenkçe, Fince, Yunanca, Macarca, Endonezce, Japonca, Korece, Norveççe, Lehçe, BrezilyaPortekizcesi, Portekizce-Portekiz, Rumence, Rusça, BasitleştirilmişÇince, LatinAmerikaİspanyolcası, İsveççe, Tayca, GelenekselÇince, Ukraynaca, Vietnamca, Afrikaanca(GüneyAfrikadili), Arnavutça, Amharca, Ermenice, AssamDili, Azerice, Bangla, Baskça, Belarusça, Boşnakça, Katalanca, ÇerokiDili, Hırvatça, Darice, Estonca, Filipince, Galiçyaca, Gürcüce, Gucaratça, Hausaca, İbranice, Hintçe, İzlandaca, İgbodili, İrlandaca, Kiçece, Kannadadili, Kazakça, Kmerdili, Ruandaca, Konkanidili, Kırgızca, Letonca, Litvanyaca, Lüksemburgca, Makedonca, Malayca, Malayalamca, Maltaca, MaoriDili, MaratiDili, Moğolca, Nepalce, Oriyadili, Farsça, Pencapdili, Pencapdili(Shahmukhi), Keçuvadili, İskoçça, Sırpça, Sindhî, Seylanca, Slovakça, Slovence, Soranice, Sothodili, Svahili, TacikDili, Tamilce, Tatarca, Teluguca, Tigrinyadili, Tswanadili, Türkmence, Urduca, Uygurca, Özbekçe, Valensiyaca, Galce, Wolofdili, Xhosadili, Yorubaca, Zuluca",1,102.0,Steam
Save Giant Girl from monsters 2,"Aksiyon, Macera, Basit Eğlence, Yarış, RYO, Simülasyon, Spor, Strateji, 4X, Otomobil Simülasyonu, Kutu Oyunu, JRYO, Fotoğraf Düzenleme, Ritim, Uzay Simülasyonu, Sıra Tabanlı Strateji, 3D Platform, Aksiyon Roguelike, Kendi Maceranı Seç, Salgın Simülatörü",Save Giant Girl,,1,1.5,0,"Türkçe, İngilizce, Fransızca, İtalyanca, Almanca, Kastilyaİspanyolcası, Arapça, Bulgarca, Çekçe, Danca, Felemenkçe, Fince, Yunanca, Macarca, Endonezce, Japonca, Korece, Norveççe, Lehçe, BrezilyaPortekizcesi, Portekizce-Portekiz, Rumence, Rusça, BasitleştirilmişÇince, LatinAmerikaİspanyolcası, İsveççe, Tayca, GelenekselÇince, Ukraynaca, Vietnamca, Afrikaanca(GüneyAfrikadili), Arnavutça, Amharca, Ermenice, AssamDili, Azerice, Bangla, Baskça, Belarusça, Boşnakça, Katalanca, ÇerokiDili, Hırvatça, Darice, Estonca, Filipince, Galiçyaca, Gürcüce, Gucaratça, Hausaca, İbranice, Hintçe, İzlandaca, İgbodili, İrlandaca, Kiçece, Kannadadili, Kazakça, Kmerdili, Ruandaca, Konkanidili, Kırgızca, Letonca, Litvanyaca, Lüksemburgca, Makedonca, Malayca, Malayalamca, Maltaca, MaoriDili, MaratiDili, Moğolca, Nepalce, Oriyadili, Farsça, Pencapdili, Pencapdili(Shahmukhi), Keçuvadili, İskoçça, Sırpça, Sindhî, Seylanca, Slovakça, Slovence, Soranice, Sothodili, Svahili, TacikDili, Tamilce, Tatarca, Teluguca, Tigrinyadili, Tswanadili, Türkmence, Urduca, Uygurca, Özbekçe, Valensiyaca, Galce, Wolofdili, Xhosadili, Yorubaca, Zuluca",1,102.0,Steam
Dogs Club,"Yarış, Keşif, Platform (Zorlu), Basit Eğlence, 3D Platform, Gizli Nesne, Parkur, Platform, Sevimli, Üçüncü Şahıs, Bağımsız, Köpek, Puan Yarışı, Doğa, Tek Oyunculu, Aksiyon, Erken Erişim, Aksiyon Macera, 3D, Renkli",Montee Games,,1,2.49,0,"Türkçe, İngilizce, Almanca, Japonca, Korece, Rusça, Fransızca, BasitleştirilmişÇince",1,7.0,Steam
Gambit Shifter,"Bulmaca, Satranç, Mantık, Minimalist, İç Isıtıcı, Rahatlatıcı, Bağımsız, Basit Eğlence, Renkli, Sevimli, Stilize, Soyut, Izgara Tabanlı Hareket, Masa Oyunları, İzometrik, Point & Click, Sıra Tabanlı Taktik, Tek Oyunculu, 3D, Öğretici",Volcanite Games,,1,1.49,0,"Türkçe, İngilizce, Fransızca, İtalyanca, Almanca, Kastilyaİspanyolcası, BrezilyaPortekizcesi, Japonca, Rusça, BasitleştirilmişÇince",1,9.0,Steam
Neon Fantasy: Butterflies,"Basit Eğlence, Bulmaca, Yaratık Toplama, 2D, Atmosferik, Tek Oyunculu, Kısa, Stilize, Renkli, Soyut, Tekrar Oynanabilir, Sevimli, Aile Dostu, Masa Oyunları, Eski Usul, Retro, Anime, Komik, Side Scroller, Rahatlatıcı",Quantum Quiver Games,,1,0.55,0,"Türkçe, İngilizce, Fransızca, İtalyanca, Almanca, Kastilyaİspanyolcası, Arapça, Bulgarca, Vietnamca, Yunanca, Danca, BasitleştirilmişÇince, GelenekselÇince, Korece, Norveççe, Felemenkçe, Lehçe, BrezilyaPortekizcesi, Portekizce-Portekiz, Rusça, Rumence, Tayca, Macarca, Ukraynaca, Fince, Çekçe, İsveççe, Japonca, Endonezce, LatinAmerikaİspanyolcası, Azerice, Arnavutça, Amharca, AssamDili, Afrikaanca(GüneyAfrikadili), Baskça, Bangla, Boşnakça, Belarusça, Valensiyaca, Galce, Wolofdili, Ermenice, Galiçyaca, Gürcüce, Gucaratça, Hintçe, Darice, Estonca, Zuluca, Yorubaca, Kazakça, Kannadadili, Katalanca, Keçuvadili, Kırgızca, Konkanidili, Kmerdili, Xhosadili, Kiçece, Letonca, Litvanyaca, Lüksemburgca, Makedonca, Malayca, Malayalamca, Maltaca, MaoriDili, MaratiDili, Moğolca, Nepalce, Oriyadili, Pencapdili(Shahmukhi), Pencapdili, Farsça, Ruandaca, Sırpça, Sothodili, Seylanca, Sindhî, İskoçça, Slovakça, Slovence, Soranice, Svahili, TacikDili, Tamilce, Tatarca, Teluguca, Tigrinyadili, Tswanadili, Türkmence, Özbekçe, Uygurca, Urduca, Filipince, Hausaca, Hırvatça, ÇerokiDili, İbranice, İrlandaca, İzlandaca, İgbodili",1,102.0,Steam
Demiryol Fugitive,"Rogue-lite, Üstten Görünüşlü Nişancı, Basit Eğlence, Aksiyon Roguelike, Çizgi Filmvari, Aksiyon, Rogue-like, Nişancı, Mermi Cehennemi, Savaşlı Yarış, Collectathon, 3D, Üstten Görünüş, Sevimli, Yapay Zekâ, Kıyamet Sonrası, Tank, Fantezi, Okçuluk, Boks",星之冰工作室,,1,2.49,0,"Türkçe, İngilizce, Fransızca, İtalyanca, Almanca, Kastilyaİspanyolcası, Rusça, Norveççe, Japonca, Lehçe, İsveççe, BasitleştirilmişÇince, GelenekselÇince, Fince, Portekizce-Portekiz, Korece",1,15.0,Steam
OM6N,"FPS, Korku, Boomer Shooter, Aksiyon, Atmosferik, Nişancı, Çatışma, İblisler, 3D, Kan, Birinci Şahıs, Erken Erişim, Tek Oyunculu, Bağımsız, Macera, Kaynak Yönetimi, Looter Shooter, Aksiyon Macera, Hayatta Kalma - Korku, Hayatta Kalma",CJWorks,,1,7.99,0,"Türkçe, İngilizce, Almanca, Kastilyaİspanyolcası, Japonca, Rusça, BasitleştirilmişÇince",1,6.0,Steam
Goat's Tale Adventure,"Zor, Psikolojik Korku, Platform (Zorlu), 2D Platform, Macera, Souls-like, 2D, Platform, Arcade, Kadın Karakter, Basit Eğlence, Aksiyon, Retro, Bulmaca Platform, Fizik Tabanlı, Keşif, Tek Oyunculu, Piksel Grafikler, Fantezi, Yer Altı",FoxSox Games,,1,0.89,0,"Türkçe, İngilizce, Fransızca, İtalyanca, Almanca, Kastilyaİspanyolcası, Bulgarca, GelenekselÇince, BasitleştirilmişÇince, Çekçe, Danca, Fince, Yunanca, LatinAmerikaİspanyolcası, Felemenkçe, Endonezce, Japonca, Korece, Norveççe, Lehçe, Portekizce-Portekiz, BrezilyaPortekizcesi, Rusça, Rumence, İsveççe, Tayca, Ukraynaca, Vietnamca, Macarca",1,28.0,Steam
Skateboard Gravity,"Basit Eğlence, Macera, Simülasyon, Spor, Strateji, Aksiyon, Platform, Aksiyon Macera, GZS, 2D Platform, Side Scroller, Platform (Zorlu), Koşu, Hack and Slash, Gerçek Zamanlı Taktik, 2D, Sevimli, Piksel Grafikler, Renkli, Atmosferik",Gamesforgames,,1,0.79,0,"Türkçe, İngilizce, Fransızca, İtalyanca, Almanca, Kastilyaİspanyolcası, Arapça, Bulgarca, Çekçe, Danca, Felemenkçe, Fince, Yunanca, Macarca, Endonezce, Japonca, Korece, Norveççe, Lehçe, BrezilyaPortekizcesi, Portekizce-Portekiz, Rumence, Rusça, BasitleştirilmişÇince, LatinAmerikaİspanyolcası, İsveççe, Tayca, GelenekselÇince, Ukraynaca, Vietnamca",1,29.0,Steam
Virtual girl save virtual boy,"Aksiyon, Macera, Basit Eğlence, Yarış, RYO, Simülasyon, Spor, Strateji, 2D Dövüş, 3D Dövüş, Aksiyon Roguelike, Animasyon ve Modelleme, Arcade, Battle Royale, Bulmaca, Stratejik RYO, 2D Platform, Kartlı Savaş, Collectathon, Yaratık Toplama",Hede,,1,4.64,0,"Türkçe, İngilizce, Fransızca, İtalyanca, Almanca, Kastilyaİspanyolcası, Arapça, Bulgarca, Çekçe, Danca, Felemenkçe, Fince, Yunanca, Macarca, Endonezce, Japonca, Korece, Norveççe, Lehçe, BrezilyaPortekizcesi, Portekizce-Portekiz, Rumence, Rusça, BasitleştirilmişÇince, LatinAmerikaİspanyolcası, İsveççe, Tayca, GelenekselÇince, Ukraynaca, Vietnamca, Afrikaanca(GüneyAfrikadili), Arnavutça, Amharca, Ermenice, AssamDili, Azerice, Bangla, Baskça, Belarusça, Boşnakça, Katalanca, ÇerokiDili, Hırvatça, Darice, Estonca, Filipince, Galiçyaca, Gürcüce, Gucaratça, Hausaca, İbranice, Hintçe, İzlandaca, İgbodili, İrlandaca, Kiçece, Kannadadili, Kazakça, Kmerdili, Ruandaca, Konkanidili, Kırgızca, Letonca, Litvanyaca, Lüksemburgca, Makedonca, Malayca, Malayalamca, Maltaca, MaoriDili, MaratiDili, Moğolca, Nepalce, Oriyadili, Farsça, Pencapdili, Pencapdili(Shahmukhi), Keçuvadili, İskoçça, Sırpça, Sindhî, Seylanca, Slovakça, Slovence, Soranice, Sothodili, Svahili, TacikDili, Tamilce, Tatarca, Teluguca, Tigrinyadili, Tswanadili, Türkmence, Urduca, Uygurca, Özbekçe, Valensiyaca, Galce, Wolofdili, Xhosadili, Yorubaca, Zuluca",1,102.0,Steam
Save Giant Girl from monsters,"Aksiyon, Basit Eğlence, Macera, Yarış, RYO, Simülasyon, Spor, Strateji, 3D Dövüş, Arcade, 4X, Ses Prodüksiyonu, Kutu Oyunu, Point & Click, Sandbox, Stratejik RYO, 3D Platform, Aksiyon Roguelike, Mermi Cehennemi, Savaşlı Yarış",Hede,,1,6.66,0,"Türkçe, İngilizce, Fransızca, İtalyanca, Almanca, Kastilyaİspanyolcası, Arapça, Bulgarca, Çekçe, Danca, Felemenkçe, Fince, Yunanca, Macarca, Endonezce, Japonca, Korece, Norveççe, Lehçe, BrezilyaPortekizcesi, Portekizce-Portekiz, Rumence, Rusça, BasitleştirilmişÇince, LatinAmerikaİspanyolcası, İsveççe, Tayca, GelenekselÇince, Ukraynaca, Vietnamca, Afrikaanca(GüneyAfrikadili), Arnavutça, Amharca, Ermenice, AssamDili, Azerice, Bangla, Baskça, Belarusça, Boşnakça, Katalanca, ÇerokiDili, Hırvatça, Darice, Estonca, Filipince, Galiçyaca, Gürcüce, Gucaratça, Hausaca, İbranice, Hintçe, İzlandaca, İgbodili, İrlandaca, Kiçece, Kannadadili, Kazakça, Kmerdili, Ruandaca, Konkanidili, Kırgızca, Letonca, Litvanyaca, Lüksemburgca, Makedonca, Malayca, Malayalamca, Maltaca, MaoriDili, MaratiDili, Moğolca, Nepalce, Oriyadili, Farsça, Pencapdili, Pencapdili(Shahmukhi), Keçuvadili, İskoçça, Sırpça, Sindhî, Seylanca, Slovakça, Slovence, Soranice, Sothodili, Svahili, TacikDili, Tamilce, Tatarca, Teluguca, Tigrinyadili, Tswanadili, Türkmence, Urduca, Uygurca, Özbekçe, Valensiyaca, Galce, Wolofdili, Xhosadili, Yorubaca, Zuluca",1,102.0,Steam
